
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S2; S4),0.00883109,0.00850357,10.7013,95.1704,93.2013,1.96911,-0.524114,10000
(S2; S5),0.00917808,0.00711384,8.37494,112.952,110.48,2.47195,0.432368,10000
(S3; S4),-0.0288033,-0.0294457,10.7891,256.77,254.107,2.66239,-1.11708,10000
(S3; S5),-0.00614894,-0.00666327,5.05668,294.483,293.176,1.3071,-1.03415,10000
(S4; S5),0.875151,0.866288,2514.16,14.4332,8.49047,5.94276,-0.619916,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.909066,0.904918,2759.67,8.53714,7.4633,1.07384,-0.34504,10000
(S1; S3),0.508796,0.489432,899.072,132.804,124.785,8.01868,1.98892,10000
(S1; S4),-0.0333372,-0.0363648,5.70047,102.432,102.327,0.104448,-0.233657,10000
(S1; S5),-0.000760955,-0.00234944,3.92094,95.1172,93.3305,1.78661,0.333695,10000
(S2; S3),0.610857,0.589038,1240,93.091,89.7236,3.36732,0.486178,10000
(S2; S4),-0.00491322,-0.0068595,5.17255,150.375,149.41,0.964305,0.958923,10000
(S2; S5),0.0190191,0.0179638,5.6978,138.531,137.291,1.23976,-0.0223839,10000
(S3; S4),-0.0442909,-0.0449178,9.90948,395.507,391.676,3.83087,1.56115,10000
(S3; S5),0.000243944,6.33483e-06,7.67652,385.666,382.259,3.40711,0.101212,10000
(S4; S5),0.859544,0.855275,2447.07,6.48329,1.60039,4.8829,0.555415,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.851578,0.853044,2448.23,4.07198,0.419754,3.65223,1.76185,10000
(S1; S3),0.476404,0.476869,779.559,40.9511,40.9314,0.0197364,0.0176751,10000
(S1; S4),-0.00181925,-0.00210539,7.30883,30.1343,29.1429,0.991397,0.298016,10000
(S1; S5),0.0216204,0.0205795,7.04923,42.1354,37.6469,4.48852,1.5083,10000
(S2; S3),0.534934,0.534843,994.566,42.5126,40.2823,2.23036,-0.990067,10000
(S2; S4),-0.00436663,-0.00528744,9.6243,30.0381,28.6205,1.4176,-0.715922,10000
(S2; S5),0.00931323,0.00857293,4.38977,37.3857,34.7833,2.60231,-1.19144,10000
(S3; S4),-0.020599,-0.0211321,9.10451,123.597,118.688,4.90863,1.43352,10000
(S3; S5),-0.0041231,-0.00426789,3.88313,128.132,127.782,0.350075,0.21229,10000
(S4; S5),0.900246,0.88412,2611.23,7.58996,6.6119,0.978054,0.742156,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.895076,0.896039,2707.47,8.38401,3.57023,4.81379,-0.166695,10000
(S1; S3),0.518651,0.512855,927.451,100.485,91.9095,8.57521,2.07718,10000
(S1; S4),-0.00620839,-0.007779,18.7965,64.52,54.9974,9.52263,-2.38729,10000
(S1; S5),0.0121763,0.0109504,4.80812,65.5591,62.3533,3.20572,-1.76935,10000
(S2; S3),0.581871,0.578161,1155.18,88.793,86.7258,2.06714,1.35752,10000
(S2; S4),-0.00515088,-0.00617176,10.9819,64.2628,60.6786,3.58412,-1.18623,10000
(S2; S5),-0.0163634,-0.0172779,18.623,71.1255,62.0956,9.02989,-0.855125,10000
(S3; S4),-0.0391747,-0.0402827,6.86406,257.556,256.102,1.45402,-0.726859,10000
(S3; S5),-0.0305544,-0.0319182,7.50962,264.516,262.04,2.47622,-0.317858,10000
(S4; S5),0.931102,0.914244,2790.42,5.86018,3.57699,2.28319,-0.659043,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.848228,0.846976,2411.49,18.949,14.3017,4.64726,0.0569608,10000
(S1; S3),0.515767,0.502647,919.817,111.181,108.06,3.12074,-1.4358,10000
(S1; S4),-0.00893403,-0.0103573,9.66776,61.2278,53.1866,8.04125,1.1849,10000
(S1; S5),-0.0127961,-0.0147447,10.3675,55.9352,54.9283,1.00693,-0.744305,10000
(S2; S3),0.591669,0.578333,1191.06,73.9908,69.5936,4.39712,-0.0672551,10000
(S2; S4),0.00559355,0.00531138,8.8261,84.6393,81.2466,3.39275,-0.618846,10000
(S2; S5),0.0113097,0.0102122,6.20568,89.1976,87.5239,1.67373,0.600951,10000
(S3; S4),-0.00232886,-0.00337057,5.13489,267.979,267.118,0.8606,-0.787528,10000
(S3; S5),-0.0101768,-0.0115235,8.91934,274.234,272.66,1.57376,-0.93279,10000
(S4; S5),0.897371,0.888878,2638,4.45705,2.63269,1.82437,-0.355013,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.86838,0.858253,2501.56,7.62891,1.66066,5.96825,1.71004,10000
(S1; S3),0.510263,0.479391,853.677,107.174,106.25,0.924873,-0.769699,10000
(S1; S4),0.0115819,0.00834166,8.45494,136.31,135.342,0.968237,0.65295,10000
(S1; S5),0.0161941,0.0151619,7.31913,104.655,103.112,1.5438,0.531686,10000
(S2; S3),0.60038,0.565389,1191.66,113.227,110.744,2.48261,-0.541684,10000
(S2; S4),-0.0217718,-0.0246471,5.77589,138.914,138.733,0.181497,0.269705,10000
(S2; S5),-0.0183007,-0.0191196,5.05803,105.393,104.811,0.581685,-0.0293576,10000
(S3; S4),-0.0208827,-0.0211304,6.08166,438.897,436.174,2.72311,0.0279102,10000
(S3; S5),-0.0260643,-0.0263686,7.3801,375.213,371.764,3.44931,-0.149728,10000
(S4; S5),0.85557,0.863835,2494.44,7.47087,5.42198,2.04888,0.983275,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.847471,0.843647,2407.96,7.07313,5.57656,1.49657,0.569104,10000
(S1; S3),0.533547,0.515852,962.762,78.1396,76.76,1.3796,0.488391,10000
(S1; S4),0.00817528,0.00658014,7.82658,83.8581,77.6577,6.20047,-1.43802,10000
(S1; S5),0.00574021,0.00433063,10.2706,78.0217,72.2621,5.7596,0.134623,10000
(S2; S3),0.589194,0.571767,1182.12,89.938,89.3144,0.623625,-0.443653,10000
(S2; S4),0.0206605,0.0187012,7.03029,72.3131,70.5649,1.74825,-0.705528,10000
(S2; S5),0.0361962,0.0349617,14.5377,65.4178,62.1464,3.27138,0.167302,10000
(S3; S4),-0.00220006,-0.00278492,12.0904,283.24,283.006,0.233602,0.250304,10000
(S3; S5),-0.0176925,-0.0192627,17.7127,267.723,263.132,4.59143,0.0839413,10000
(S4; S5),0.893767,0.890102,2653.04,9.85408,1.32707,8.527,2.38555,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.857612,0.858041,2478.75,5.84578,4.39278,1.453,0.418714,10000
(S1; S3),0.48292,0.47452,817.785,77.5316,73.5066,4.02507,0.418569,10000
(S1; S4),-0.000376193,-0.00313321,15.9312,98.9617,91.1033,7.8584,-0.517389,10000
(S1; S5),0.0172127,0.0154046,4.20868,79.5738,79.0804,0.493386,-0.479855,10000
(S2; S3),0.570142,0.563086,1101.48,58.0341,57.0378,0.99632,0.151043,10000
(S2; S4),-0.0271199,-0.02856,9.87153,120.221,116.228,3.99267,-1.65103,10000
(S2; S5),0.00947432,0.00847865,5.80589,104.083,102.828,1.25531,1.06812,10000
(S3; S4),-0.0345711,-0.0341605,13.4059,287.612,285.295,2.31648,-0.86225,10000
(S3; S5),0.00942827,0.00931361,8.66857,273.136,269.155,3.98098,0.826293,10000
(S4; S5),0.89235,0.877143,2584.38,3.8378,2.11994,1.71786,-0.642607,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.852269,0.846146,2419.76,8.23691,3.41692,4.81999,0.454184,10000
(S1; S3),0.487905,0.462365,810.377,119.453,117.434,2.01867,1.32512,10000
(S1; S4),-0.0476605,-0.0490952,19.9015,130.558,128.023,2.53501,-0.209559,10000
(S1; S5),0.00163037,-0.000224417,18.2867,138.4,133.552,4.84725,-0.809412,10000
(S2; S3),0.543742,0.510588,1023.17,95.0786,87.3056,7.77295,2.4007,10000
(S2; S4),-0.0122149,-0.0138368,20.418,172.919,169.317,3.60164,1.19861,10000
(S2; S5),-0.0120473,-0.0126301,11.3017,175.322,170.344,4.97823,1.58538,10000
(S3; S4),-0.0479249,-0.0491578,6.45027,453.791,452.63,1.16189,-0.969229,10000
(S3; S5),-0.0125205,-0.0139792,9.69751,463.499,462.842,0.65771,0.447092,10000
(S4; S5),0.908057,0.903222,2727.23,4.95732,0.656875,4.30045,0.819476,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.906158,0.900697,2745.65,8.79434,4.49647,4.29786,-1.22685,10000
(S1; S3),0.510146,0.480521,884.086,155.955,151.551,4.40409,-0.857975,10000
(S1; S4),-0.00168318,-0.0042322,5.88579,147.192,146.828,0.36401,0.364626,10000
(S1; S5),-0.0137497,-0.0161741,5.52529,134.551,130.506,4.0451,1.09959,10000
(S2; S3),0.573278,0.538317,1101.94,127.206,124.55,2.65554,1.44389,10000
(S2; S4),0.0179084,0.01528,5.60321,182.902,182.424,0.478348,0.602703,10000
(S2; S5),0.000130319,-0.00198293,4.79353,163.884,163.766,0.118143,0.256865,10000
(S3; S4),-0.0248794,-0.025823,2.10887,532.946,532.505,0.441281,0.203479,10000
(S3; S5),-0.0465092,-0.0473141,6.82979,503.408,502.589,0.819115,0.386557,10000
(S4; S5),0.873779,0.876935,2585.13,9.97134,3.01316,6.95818,0.24141,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.898929,0.892959,2711.73,10.4825,3.73462,6.74784,-2.45318,10000
(S1; S3),0.500544,0.477132,871.728,130.402,127.957,2.44536,-1.11598,10000
(S1; S4),0.0142265,0.0114293,20.4583,102.966,96.515,6.45052,-2.48989,10000
(S1; S5),-0.00362039,-0.00605449,4.31167,105.597,104.384,1.21363,0.464614,10000
(S2; S3),0.590437,0.563385,1176.86,99.5112,98.4502,1.06094,0.3987,10000
(S2; S4),0.0164306,0.0152282,6.25178,125.066,122.611,2.45564,-1.31032,10000
(S2; S5),-0.0211584,-0.0218504,13.268,133.587,130.317,3.26981,-0.473647,10000
(S3; S4),0.0117285,0.0111333,7.14882,406.318,405.546,0.771167,0.930014,10000
(S3; S5),-0.005483,-0.00587838,9.91178,424.875,420.951,3.92433,0.381196,10000
(S4; S5),0.915567,0.912335,2776.31,1.44002,0.635829,0.804186,0.357385,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.862737,0.859439,2505.02,12.3598,11.9473,0.412487,0.481517,10000
(S1; S3),0.458084,0.446196,725.499,62.5514,60.3566,2.19476,-0.213825,10000
(S1; S4),0.0254214,0.0239599,7.03352,87.2281,85.9324,1.29564,0.195595,10000
(S1; S5),0.00289488,0.00193852,6.62998,73.8421,73.3907,0.451405,-0.619713,10000
(S2; S3),0.574941,0.565298,1122.95,85.432,81.8486,3.58337,1.31824,10000
(S2; S4),-0.0116998,-0.0130878,3.11725,72.6493,71.1054,1.54387,0.186034,10000
(S2; S5),-0.0174085,-0.0183375,5.76898,62.8276,62.6307,0.196901,0.19469,10000
(S3; S4),-0.00909811,-0.00991282,9.19611,262.341,259.32,3.02087,1.05608,10000
(S3; S5),-0.0094452,-0.0102526,5.76279,241.507,238.548,2.95943,-1.24906,10000
(S4; S5),0.875824,0.866457,2510.63,6.20304,0.558088,5.64495,1.78793,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.896245,0.896761,2696.91,5.55748,0.938206,4.61927,0.929788,10000
(S1; S3),0.501594,0.492755,860.906,72.5029,68.0678,4.4351,-2.03383,10000
(S1; S4),0.00407434,0.00262343,15.3329,105.306,94.2008,11.1055,-0.405454,10000
(S1; S5),-0.00126903,-0.00276736,5.1859,99.7103,97.4816,2.22872,1.03518,10000
(S2; S3),0.572632,0.563988,1118.83,75.0806,74.7325,0.348183,-0.434102,10000
(S2; S4),-0.0256219,-0.0267395,7.09059,89.1343,88.2133,0.921048,0.583638,10000
(S2; S5),-0.0239205,-0.0252766,4.31717,92.547,90.6296,1.91737,0.952672,10000
(S3; S4),-0.0366664,-0.0375357,13.5,291.835,288.822,3.01274,1.06326,10000
(S3; S5),-0.00264169,-0.00322885,5.85874,297.42,295.526,1.89438,1.26643,10000
(S4; S5),0.907874,0.893259,2668.16,1.66118,0.471172,1.19001,0.42412,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.896906,0.891938,2681.36,11.3598,9.62324,1.73651,1.15631,10000
(S1; S3),0.492702,0.47682,825.221,118.982,116.934,2.0484,-1.22794,10000
(S1; S4),0.00815279,0.00540746,11.767,85.5733,77.6538,7.91945,-1.97298,10000
(S1; S5),0.0220261,0.0195953,5.85179,81.4413,79.5446,1.89671,0.0631981,10000
(S2; S3),0.587096,0.563259,1138.95,71.2375,69.0857,2.15184,-1.00848,10000
(S2; S4),0.00243544,0.000814025,9.12818,130.654,127.995,2.65833,-1.58677,10000
(S2; S5),0.0218597,0.0209665,7.32524,132.828,130.524,2.30419,0.502842,10000
(S3; S4),-0.0078533,-0.00856109,5.65777,348.552,345.916,2.63592,-1.04222,10000
(S3; S5),-0.0292327,-0.0294631,7.39442,352.45,349.239,3.21125,0.465032,10000
(S4; S5),0.90564,0.901995,2718.57,6.1784,1.25691,4.92149,-0.454468,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.897728,0.897324,2717.26,8.87767,8.01393,0.863748,-0.283712,10000
(S1; S3),0.500932,0.492181,860.93,90.4407,85.4989,4.9418,2.13169,10000
(S1; S4),0.00628962,0.00488029,9.79554,91.8622,87.213,4.6492,-1.70021,10000
(S1; S5),-0.00107716,-0.00227545,6.62726,82.415,80.1265,2.28858,-0.905579,10000
(S2; S3),0.564891,0.5553,1092.5,74.0761,67.4761,6.59995,1.38215,10000
(S2; S4),0.00746927,0.00628514,9.77031,108.475,100.32,8.15531,-0.359965,10000
(S2; S5),0.00755292,0.00637308,4.38645,93.806,91.6561,2.14989,-1.4054,10000
(S3; S4),-0.0174416,-0.0180355,7.26583,298.789,295.239,3.55024,-0.88743,10000
(S3; S5),-0.0373411,-0.0379715,5.46797,280.384,279.318,1.06636,0.790403,10000
(S4; S5),0.942514,0.925668,2859.76,2.55737,1.23856,1.31881,-0.257517,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.906474,0.899418,2715.99,9.30525,7.1641,2.14115,-0.876468,10000
(S1; S3),0.529435,0.507092,941.875,98.918,96.9787,1.93933,-0.245963,10000
(S1; S4),0.0251545,0.0240965,12.1875,93.97,89.7501,4.21989,1.68981,10000
(S1; S5),0.0202659,0.0187046,7.32337,79.4044,78.2918,1.11266,-0.224026,10000
(S2; S3),0.589502,0.559961,1144.82,59.5454,59.2819,0.263477,0.276475,10000
(S2; S4),0.020942,0.0195454,16.0911,143.86,135.92,7.94002,1.25786,10000
(S2; S5),-0.000561018,-0.00159952,5.05925,119.456,117.373,2.08299,0.158202,10000
(S3; S4),-0.0240353,-0.0249737,19.604,343.188,331.923,11.265,1.06689,10000
(S3; S5),-0.0363939,-0.0377364,14.7529,314.877,312.284,2.59353,0.997435,10000
(S4; S5),0.827098,0.83159,2310.92,5.97978,5.7387,0.241079,0.0683598,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.894346,0.896147,2700.22,6.71321,2.62637,4.08684,0.181876,10000
(S1; S3),0.469162,0.461436,760.389,104.791,101.433,3.35859,-0.518084,10000
(S1; S4),-0.0268466,-0.0274802,11.1825,86.5203,83.2924,3.22794,0.237848,10000
(S1; S5),0.0075995,0.00683745,7.61176,81.4283,77.0927,4.33566,0.0383047,10000
(S2; S3),0.570847,0.55803,1126.68,79.2948,76.7771,2.51764,-0.542315,10000
(S2; S4),0.00105041,-0.000282643,5.3024,108.979,107.533,1.44575,-0.831452,10000
(S2; S5),0.01838,0.0170282,12.1074,104.809,98.095,6.71405,-1.2812,10000
(S3; S4),-0.0302763,-0.0308153,3.71821,333.26,332.961,0.298625,-0.304105,10000
(S3; S5),-0.0129962,-0.0147975,12.2897,312.105,311.282,0.822425,0.692863,10000
(S4; S5),0.889804,0.869108,2527.03,7.2267,2.25439,4.97231,-0.323117,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.885514,0.885999,2643.1,5.93101,1.77879,4.15222,1.82139,10000
(S1; S3),0.522442,0.514642,966.575,63.1353,59.1692,3.96619,1.81421,10000
(S1; S4),0.0111445,0.0100244,11.46,65.7109,61.7126,3.99826,-0.597126,10000
(S1; S5),0.000861238,-0.000432345,4.38585,75.1923,74.9478,0.244497,-0.449597,10000
(S2; S3),0.549605,0.540654,1050.26,53.1909,48.6915,4.49941,1.92039,10000
(S2; S4),0.0174102,0.0169923,4.55088,73.9744,72.6965,1.27791,-1.08953,10000
(S2; S5),-0.0225274,-0.0238499,6.51212,84.7264,82.8988,1.82767,-0.966884,10000
(S3; S4),-0.0123335,-0.0125503,7.39455,219.772,218.646,1.12548,-0.995308,10000
(S3; S5),0.00792419,0.00802146,10.8626,243.728,238.799,4.92937,-1.46371,10000
(S4; S5),0.932299,0.917164,2809.56,6.87475,4.03298,2.84178,0.853008,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.881903,0.885226,2629.7,11.029,6.4424,4.58664,1.47036,10000
(S1; S3),0.493534,0.493032,846.878,51.1209,43.1344,7.98647,2.09794,10000
(S1; S4),0.018689,0.0184922,15.9337,53.6417,42.038,11.6037,1.90701,10000
(S1; S5),-0.0140128,-0.0152084,6.45719,55.244,51.5107,3.73331,1.0991,10000
(S2; S3),0.612889,0.613008,1287.77,33.9784,33.073,0.905444,-0.889123,10000
(S2; S4),0.00885477,0.00889847,4.58698,55.5804,54.5909,0.989484,-0.187133,10000
(S2; S5),-0.0187065,-0.0191584,10.121,70.0892,67.6007,2.48845,0.618422,10000
(S3; S4),-0.00843208,-0.00892544,4.1597,152.984,152.602,0.38221,-0.406791,10000
(S3; S5),-0.029161,-0.0291242,17.6462,179.566,170.105,9.46117,2.89172,10000
(S4; S5),0.924224,0.902405,2722.6,2.18111,1.59136,0.589749,0.472849,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.860462,0.856697,2496.77,11.6263,8.49523,3.13109,-0.929361,10000
(S1; S3),0.486548,0.466919,808.263,164.546,162.762,1.78405,0.0899613,10000
(S1; S4),-0.0106614,-0.0128258,8.31416,88.1158,86.2325,1.88338,-0.714558,10000
(S1; S5),-0.03317,-0.0364481,11.6325,98.8004,96.8797,1.92074,-1.15411,10000
(S2; S3),0.558881,0.535512,1018.89,109.825,107.994,1.83029,0.318078,10000
(S2; S4),0.0071207,0.00638091,8.68476,136.448,131.409,5.03896,-0.590081,10000
(S2; S5),0.00670879,0.00585899,12.2327,149.048,143.727,5.32063,-2.1303,10000
(S3; S4),-0.0145747,-0.0149898,11.6473,425.146,418.027,7.11973,-1.11727,10000
(S3; S5),-0.0307344,-0.0314009,7.87153,436.058,434.106,1.95209,0.198966,10000
(S4; S5),0.860024,0.855779,2446.83,2.15131,1.85398,0.29733,0.377923,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.873958,0.871486,2561,2.78969,0.418928,2.37076,-0.168798,10000
(S1; S3),0.48751,0.469211,809.201,76.2902,73.541,2.74921,-0.917281,10000
(S1; S4),-0.00737146,-0.00745495,14.3716,102.232,97.3339,4.89796,-0.232938,10000
(S1; S5),-0.0176527,-0.0191623,3.16264,128.72,127.007,1.71323,-0.284667,10000
(S2; S3),0.620646,0.601469,1290.01,76.6408,75.1237,1.51711,-0.908618,10000
(S2; S4),-0.0241246,-0.0238295,22.2365,101.723,98.3166,3.40617,0.517941,10000
(S2; S5),-0.0148892,-0.0165615,2.6833,130.837,129.131,1.70634,-0.654118,10000
(S3; S4),-0.0041967,-0.00565074,13.8444,312.971,310.295,2.67672,0.161129,10000
(S3; S5),-0.00553928,-0.00572979,4.4285,366.224,364.597,1.62664,0.842385,10000
(S4; S5),0.877341,0.869256,2528.38,6.26497,3.51795,2.74701,-1.34836,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.863252,0.859767,2508,39.3576,36.443,2.9146,1.29246,10000
(S1; S3),0.438802,0.418326,713.856,215.013,212.361,2.65244,0.0304157,10000
(S1; S4),-0.000960495,-0.00547391,6.54746,84.7448,83.4844,1.26044,-1.0311,10000
(S1; S5),0.0157949,0.0123374,5.82813,79.4471,78.2435,1.20366,0.941472,10000
(S2; S3),0.575763,0.544867,1115.56,101.545,99.1159,2.42908,1.10818,10000
(S2; S4),-0.00454297,-0.00542384,8.065,179.985,176.888,3.09704,-1.16769,10000
(S2; S5),0.0063014,0.00576099,6.11009,177.651,173.909,3.74207,0.502923,10000
(S3; S4),-0.0420852,-0.042641,5.93637,487.853,487.757,0.0958015,0.0261408,10000
(S3; S5),-0.0456644,-0.0466318,11.0256,490.311,487.137,3.17456,-0.563778,10000
(S4; S5),0.905889,0.895075,2676.94,5.17111,1.31384,3.85727,-0.00234097,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.872031,0.865838,2550.19,4.78662,4.13632,0.650302,-0.587961,10000
(S1; S3),0.495497,0.472253,839.738,136.322,133.749,2.57261,0.0931874,10000
(S1; S4),-0.00847491,-0.0112134,7.1184,98.4678,96.902,1.56586,0.608749,10000
(S1; S5),-0.026509,-0.0298172,14.0781,97.055,95.5453,1.50961,0.97588,10000
(S2; S3),0.577415,0.550364,1107.41,105.197,104.532,0.664331,0.709548,10000
(S2; S4),-0.00173863,-0.00287201,13.7272,126.927,122.749,4.17808,1.85538,10000
(S2; S5),-0.0116456,-0.0125148,5.86025,128.795,126.56,2.23514,1.38774,10000
(S3; S4),-0.036681,-0.0374844,2.9485,414.916,414.523,0.392493,0.220907,10000
(S3; S5),-0.0290505,-0.0303047,11.5101,423.087,418.323,4.76396,0.932408,10000
(S4; S5),0.871011,0.867505,2524.59,8.19092,5.24279,2.94813,-1.06114,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.909966,0.909756,2776.67,4.50369,2.66494,1.83874,0.641481,10000
(S1; S3),0.514503,0.507466,899.243,63.9868,61.6986,2.28823,1.19734,10000
(S1; S4),0.011747,0.0101989,13.1102,86.3413,82.0605,4.28079,1.25829,10000
(S1; S5),-0.000448816,-0.0011736,8.04392,70.4865,68.7985,1.68802,0.522598,10000
(S2; S3),0.569981,0.563304,1100.42,56.9245,56.4154,0.509125,0.199561,10000
(S2; S4),-0.00112222,-0.00213377,0.665075,82.5124,82.3539,0.158511,0.0985114,10000
(S2; S5),0.00960531,0.0083515,11.7131,75.8028,74.5698,1.23305,0.470149,10000
(S3; S4),0.0151001,0.0148982,8.72718,252.337,249.778,2.55897,-0.722783,10000
(S3; S5),0.0179005,0.0173827,9.62891,234.69,234.368,0.322516,-0.0228554,10000
(S4; S5),0.882163,0.870824,2534.91,3.50852,3.15174,0.356783,0.257095,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.887896,0.888671,2655,18.3827,12.545,5.8377,-0.871359,10000
(S1; S3),0.476722,0.471685,790.335,82.0526,77.6847,4.36791,0.00958088,10000
(S1; S4),0.0267266,0.025929,14.0305,47.0012,46.0916,0.909559,-0.116193,10000
(S1; S5),-0.0160227,-0.0181879,9.09399,60.898,59.6795,1.21843,0.694305,10000
(S2; S3),0.556144,0.547897,1047.54,35.7546,35.4112,0.343435,-0.121512,10000
(S2; S4),-0.0175367,-0.0176781,6.75633,87.0897,86.2269,0.862772,0.374002,10000
(S2; S5),-0.00816821,-0.00872874,4.57976,113.608,110.982,2.62622,1.62811,10000
(S3; S4),-0.0497596,-0.0497303,11.7449,211.397,211.286,0.110547,-0.19494,10000
(S3; S5),-0.020917,-0.0207929,6.09347,246.272,246.009,0.263765,-0.0863143,10000
(S4; S5),0.918362,0.902521,2718.28,5.3297,4.13024,1.19946,-0.599838,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.878878,0.879131,2623.15,16.8637,9.08385,7.77988,-2.3835,10000
(S1; S3),0.499941,0.490049,891.12,67.2203,65.3025,1.91779,0.917466,10000
(S1; S4),0.0179093,0.0174046,7.43086,59.0438,56.135,2.90875,-0.259701,10000
(S1; S5),-0.00870998,-0.00929544,9.21975,56.5926,53.9309,2.66172,-1.35024,10000
(S2; S3),0.565545,0.554043,1085.11,50.911,50.4389,0.472022,0.283625,10000
(S2; S4),0.0142954,0.0131288,4.93853,68.4688,67.6924,0.776343,-0.501926,10000
(S2; S5),-0.0253256,-0.0262229,9.67729,72.9114,67.5447,5.36671,-0.170187,10000
(S3; S4),0.00103257,0.00096982,4.96966,217.901,216.733,1.16791,-0.39085,10000
(S3; S5),-0.0248861,-0.0251856,6.58311,216.459,213.018,3.44121,1.44611,10000
(S4; S5),0.865507,0.853116,2431.25,6.78778,1.28648,5.5013,-0.0902236,10000
Sequences compared,Sat_test_Cassius1,Sat_test_Cassius2,Chi_test,Bowker_test,Stuart_test,Internal_Symmetry,Proposed_test,Alignment_Length
(S1; S2),0.875752,0.861964,2539.22,12.5531,10.4996,2.05346,-0.0859439,10000
(S1; S3),0.540868,0.503761,946.428,166.79,164.422,2.3681,-0.725929,10000
